4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,0,0,0,0,0,0,0,0,0,0,0,0,11-1,0,0,4,4,7,0,4,4,4,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,4,4
4,4,4,4,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,5,0,4
4,0,0,0,8,0,0,0,0,0,0,0,4,13-1,0,0,0,9,0,0,4,0,0,4
4,0,0,0,0,0,1,0,4,4,0,0,4,4,4,4,4,4,0,0,0,0,0,4
4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,3,0,0,0,0,0,0,0,0,0,10-1,0,0,0,0,0,0,0,0,0,0,13-1,4
4,4,6,6,6,6,4,6,6,6,6,4,6,6,6,6,4,6,6,6,6,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
